bp_abs_delta,bp_abs_theta,bp_abs_alpha,bp_abs_sigma,bp_abs_beta,bp_rel_delta,bp_rel_theta,bp_rel_alpha,bp_rel_sigma,bp_rel_beta,sef95,spectral_entropy,hjorth_activity,hjorth_mobility,hjorth_complexity,hilbert_env_mean,hilbert_env_std,hilbert_env_peak,wavelet_delta,wavelet_theta,wavelet_alpha,wavelet_sigma,wavelet_beta,total_power,Stage
183.880987303589,18.1624583259514,9.34869799985831,6.01608569061329,15.4593195793327,0.581529769254731,0.057439381603663,0.0295655699396152,0.0190260721066443,0.0488906149549971,20.3125,5.05840554104763,322.230923192446,0.411949834039186,3.37695989538017,18.0551843686863,17.8456083927682,144.100404707344,1387.3455879395,412.599175023255,112.9338413596,65.7750624570258,21.6090469420859,316.202191229599,W
752.604318674104,36.6583746904889,9.20194754582162,6.61697082975796,18.4727503970714,0.710170643427244,0.0345914857182938,0.00868311919989087,0.00624388980385771,0.0174312114744054,5.2734375,4.56491591374987,1037.48233880644,0.264377217450832,4.97854512722582,38.0490497094739,25.0350103321553,155.351520644657,5316.8469000438,1488.40585254623,166.236627675621,67.2734442911143,28.1377404631574,1059.75137896728,W
488.073210450455,35.5295453292515,13.2997038342937,12.7406492978921,39.4351883224499,0.708741384268014,0.051593200773766,0.0193127799355601,0.0185009650735132,0.0572646671894321,23.2421875,5.2005394666841,740.686061419689,0.424531372922568,3.2790654427218,30.3749598503106,23.6322180836404,160.97963015746,5403.11213866356,1083.6575092518,185.369809050168,141.267486169579,59.4788818805259,688.647821736183,W
372.268536947476,23.4462045828134,7.51856596678573,7.12061234128715,26.047430932543,0.682762099486382,0.0430016997869672,0.0137894862850947,0.0130596162427011,0.0477724998614071,19.921875,4.96582229254425,521.162127140247,0.406809691870914,3.4277620075065,26.2360503883057,18.8126387748346,136.686586685321,3805.06081374353,393.207506516235,123.225805428761,95.596256801984,34.4990955796679,545.239018433392,W
600.292277918954,45.8644858313028,17.0101904987038,18.0022631872893,60.6563016556643,0.640315057613762,0.0489223699317038,0.0181442965532685,0.019202512865747,0.0647003879908783,25.5859375,5.15472076429519,961.692754922926,0.468329215343795,3.07850497148586,36.2479658573704,24.67888124845,147.639720890894,4369.83257493926,1502.66426211734,228.773155210258,202.649729584793,95.4036163106777,937.495176446483,W
504.073749263035,47.6760184901152,15.2648805624674,17.5720790606855,56.2932620908832,0.659826067385327,0.0624072962238458,0.0199815327129518,0.0230016259314189,0.0736871574844432,27.5390625,5.48821551347368,794.314028291919,0.516912486568314,2.81294249737243,33.1490498148679,22.1225413185505,143.072103401403,5020.71810665666,1457.35145606459,228.974912659985,214.800777228926,89.5081998910648,763.949431795736,W
270.883701633996,36.1968383806386,20.4682040192181,21.2340140372276,79.6141132058867,0.513981470468286,0.0686807811062807,0.0388368792075098,0.0402899461760337,0.151061797844447,31.25,6.16145637757099,536.21322487591,0.699987749466367,2.08556064688171,27.198140610564,18.2338155850188,103.135784082006,3035.65719231218,820.265421835978,247.610403680295,267.456841178545,119.461547615223,527.030091935405,W
435.537434350529,61.3806784232613,15.2840765150061,16.0323700232644,51.0064075086215,0.655211650906239,0.0923395613592247,0.022992983418079,0.0241186975042619,0.0767327670016607,26.7578125,5.68418002025461,662.414765295578,0.51581728819193,2.74225118102751,30.4667541988299,19.90743208273,136.487759606117,5458.75354453845,1558.49099795236,249.079450069547,173.783115670543,77.2674583390451,664.727853584605,W
376.096668779267,28.461745529727,15.7234009329469,16.1223638798987,46.4399042778649,0.640916954348027,0.0485024643253282,0.0267946915633323,0.0274745755880647,0.0791395523565559,26.953125,5.40978344154058,559.116807239967,0.543683185125051,2.65458384522321,27.0387153020227,19.6697663225336,165.41364134958,3867.80915680767,849.59686118772,188.006945532698,158.814621400693,75.6519027063682,586.810297695825,W
398.926248960374,24.8728197559347,13.1139186949404,12.140000411736,35.9889771203728,0.641197971435568,0.0399783208373736,0.0210781268133648,0.019512738651613,0.0578454267769084,23.6328125,5.04337662725175,578.914566473716,0.452004500797649,3.1465848832146,27.3574121230127,20.2275089120682,146.481836776654,2909.64455891673,653.533525871777,146.60137653341,114.176537956344,55.1088558687142,622.157690342071,W
565.853376590816,44.2939240335641,13.4551042227112,13.4119256737009,37.4224490355792,0.736158804525979,0.0576251083995781,0.0175046997139794,0.0174485256760827,0.0486855190481397,21.875,5.21176489203309,765.940860469784,0.424464292025162,3.30724339645757,31.0930167329686,23.7664582460886,160.394870923188,7746.23614389705,1474.06144554745,151.783461660648,136.442244073998,60.7490828069226,768.65667178317,W
225.947630080815,25.2833410114928,15.0935464007178,16.3006989905711,53.2204508235128,0.555115835325437,0.0621169735676923,0.0370823390148456,0.0400481126237213,0.130753816734983,29.6875,5.94471856780467,394.440397641886,0.637933170953305,2.23225305657608,22.9456889715456,16.193233443272,101.616896524187,2092.18159305102,781.30840674925,188.630286725087,171.256168965346,73.0245358011678,407.027895265053,W
815.838391671582,38.7275072726918,12.17273140948,8.12736238625668,35.6985802853711,0.721855327579557,0.0342661705235394,0.0107704554098324,0.00719110536790082,0.0315861702870133,11.328125,4.66108078861984,1106.65957329215,0.340194933966687,4.07067619295529,39.9235751960799,24.8801239031275,149.515590819369,7097.22869803722,1162.41203623834,190.057732928116,137.512106971788,51.0406981308973,1130.19653731331,W
288.988947200794,29.6593641890253,13.6242004749999,14.2815080315742,51.3796679480451,0.546660969265312,0.0561046259118692,0.0257719843934153,0.027015368922349,0.0971914647707713,28.3203125,5.51682804306669,588.164081564983,0.545235371657201,2.63247785172984,26.7813091718526,21.4213318122401,168.660152294936,3473.34986129916,818.031760535103,179.444650043469,190.599307917422,73.591894043509,528.643827616195,W
482.446866880977,30.1494039082879,9.09327978588627,7.80731878727067,21.6883593674008,0.757508249528333,0.0473387304316856,0.0142777058489582,0.0122585693763333,0.0340537212849066,12.5,4.90680343746979,672.343189332554,0.324851138037142,4.0945132909439,29.9091569726627,21.216906024662,160.227498659667,5876.87499859656,1131.13752325226,124.364642916987,74.2293435037124,30.1834716659847,636.886617645913,W
369.885437852083,30.9113707537222,16.6631873784896,13.8242196989736,71.2382565776642,0.602858466564576,0.0503809549254282,0.0271585268384954,0.0225314301032523,0.116107804542224,29.4921875,5.67292336449824,606.936719999979,0.612971165550428,2.38710311604267,29.3132336370889,18.8247567866137,108.991920373834,4203.36051984823,795.136743906715,198.99911323292,245.223898858988,96.9124755728009,613.55269663856,W
491.844679584442,37.8861339613474,15.8410812143838,16.6555288369432,52.3591273532033,0.666419921239365,0.0513334299598751,0.0214637110726815,0.0225672385540362,0.0709434644212574,25.390625,5.30058943484328,681.286101348947,0.510596606153814,2.7991946548322,29.4083440059655,22.3035236633973,144.194530176862,3922.9472180175,903.222775077842,230.992185057602,186.972513205858,79.4715301479828,738.040181436565,W
244.936335493881,25.0985452795831,12.5644380155202,12.3504824041139,49.7361164155374,0.637005347408959,0.0652737272444402,0.0326763041789475,0.0321198703272726,0.129348600125698,30.6640625,5.88430369746071,405.372613176357,0.645211624664458,2.2629178634727,22.2237094915663,17.7957169307483,146.621049318538,4106.87080033489,531.654877207645,160.215342902347,163.85554833488,77.698707749533,384.512212480112,W
254.363364859483,24.9817720789964,14.9354314583708,13.7497313485178,37.0425270805342,0.642390399143676,0.0630910451511293,0.0377191809096644,0.0347247152276511,0.0935502790258346,29.6875,5.73184146169767,376.941287754949,0.608628449016654,2.38165975074234,21.3748581293859,17.2297237673571,114.645682989967,2660.3542913594,589.112118754289,165.801426540552,139.613130320491,63.0805663094409,395.963833205721,W
13.5516614475877,5.15527214117209,4.8318589021035,4.20090071962639,10.9722688458196,0.302639004541606,0.115128793246463,0.107906250010282,0.0938155381820107,0.245035380636138,32.421875,7.09826869540486,45.0610267369713,0.889959644238605,1.61873632557969,8.18980856424289,4.80151447638303,48.4307729324272,197.969618428422,67.5776919221273,46.3751015127354,41.1612315707109,15.5226486488224,44.7783043303153,W
603.209190191318,32.387417775904,11.814116592554,10.1903094193632,34.2329941192438,0.685412986569591,0.0368010917373767,0.0134241140039918,0.0115790185673045,0.0388981784761074,17.1875,4.66311114737725,852.300958124583,0.376794229541869,3.77481910025275,32.2443609914165,25.7791132529727,168.764147988908,4962.27246428229,618.120864181433,169.420823240692,106.666456819529,57.5511958338685,880.066765601141,W
579.315650291884,39.5424693656398,11.6881217031391,8.76498087800836,23.5409323003871,0.698000689172269,0.0476435788587509,0.0140826801413184,0.010560672217899,0.0283637891728784,9.765625,4.68589578410177,888.146655368863,0.310662723722912,4.31614154591364,35.6341905680964,22.4961744052666,137.782451893763,4290.847773486,1008.75015344162,195.35343736062,85.3996211989658,35.7038774848719,829.964295563764,W
439.98162202842,20.9749315459279,9.74037513751894,9.94487547767612,35.386503282809,0.610665509557675,0.0291118233561219,0.0135189990873112,0.0138028320889058,0.0491141356292037,21.6796875,4.65415178913131,731.008159174062,0.40305060656053,3.5321527158812,30.8640786597388,22.5634173239924,162.36983416029,4703.45624153081,648.07111794816,121.585774789129,109.79631598149,58.0675559129879,720.495287751086,W
409.292110468985,26.1261173896557,17.963238835704,16.6773963517248,58.1720889972828,0.62489499522744,0.0398885773361557,0.0274257376562778,0.0254625516765414,0.088815411649822,28.3203125,5.41680438487222,647.954139141858,0.552041472973987,2.63345069845635,29.8249020046014,20.1520277155385,145.729113190165,3131.25088462358,832.592850157155,222.444456493336,190.4457090052,91.7870083237647,654.977417958063,W
357.25558537373,28.2805254644047,12.2376977756596,14.7554274547241,41.2994371949975,0.5572449628876,0.0441117816153052,0.0190882822327138,0.0230154207828462,0.06441859634729,25.9765625,4.99124412469009,636.334706922378,0.4845311857724,3.02227889120263,29.4651385711875,20.1050836879184,131.280742490466,2726.7233296847,595.506089497367,150.017792009237,148.231806999385,66.6405935084046,641.110479532124,W
490.266301466598,31.1635685768176,10.0489987972605,8.01709786599949,19.0656196985411,0.733125923891204,0.0466008370069115,0.0150268976378446,0.0119884688430651,0.0285100159122471,11.9140625,4.8887073363218,688.660587428448,0.333320214021407,4.08268083328219,29.7682262641556,22.1558053473868,162.950840351331,6362.73111087187,1085.97568737354,132.074210631824,79.1470046968943,29.4180106451316,668.734095316692,W
545.527151799274,24.6895389599673,9.40556095758219,6.69614847611201,13.8840113902272,0.652639953331899,0.0295372640967063,0.0112523177703818,0.00801091937319594,0.0166101000030728,5.46875,4.29345728612402,754.948531537137,0.260401310916562,5.06719721548959,30.5360074655982,24.0237855594648,170.249598203146,3768.8027800237,644.267687121376,126.232098915602,58.1984559155444,18.8226882994173,835.877652010445,W
597.732764997645,22.4155372051108,10.0625647566255,8.58451315881839,35.2873245552911,0.718767139429956,0.0269544393400732,0.0121001245188172,0.0103227835713289,0.0424326234297077,18.75,4.57922210936936,805.526752198066,0.387915692169759,3.67078036682927,28.7332560288448,28.0210885665023,165.548038096016,4247.30764673107,634.697456393252,139.515152903508,129.813983104339,50.245603308781,831.608364110383,W
393.183966187027,49.0378964308617,14.3815141971088,14.0584056337047,54.4005389216668,0.630033755149484,0.0785777973923562,0.023044783545497,0.0225270378614688,0.0871708379956422,27.5390625,5.59868658695677,606.921052637512,0.543754125043635,2.63294461950446,26.8981136128528,22.1381934075456,172.751747842451,4747.88494111412,1287.31834822145,167.189737447759,185.180376513797,77.9870150414186,624.068096309759,W
239.379486518874,24.7396778707387,7.47564527707419,7.97198789496379,23.8447233535946,0.69249060259536,0.0715683481732765,0.0216259721248173,0.0230618202985873,0.0689793728108297,24.8046875,5.46139849756884,346.542414675216,0.496476607225079,2.8335099896556,21.5256417347237,15.1519571048695,91.982157893959,3343.75779396331,659.249050831036,112.497854137169,93.847317209695,33.2473486643199,345.679039717958,W
392.901171631884,48.672661873601,17.3417347729439,12.780375299114,52.9083965561087,0.650342288206315,0.0805645098091666,0.0287045809175392,0.021154476281248,0.0875756301227446,28.3203125,5.68360233329501,591.572471022886,0.558236636771394,2.59393213145252,27.0378715582666,21.2578140277913,145.878260205741,4074.46201708794,1349.02346987694,263.949094869825,163.584693260241,82.4667349164746,604.145199777075,W
518.970853832731,31.9787983951373,7.16604959165282,4.99718383313762,10.907053756139,0.605286738181868,0.0372975523165063,0.00835791596184526,0.00582832172580915,0.0127211286384795,4.6875,4.2432040589501,832.430199800751,0.226879831708874,5.68482839856159,33.5927515735009,23.1520876275719,178.46359011487,4464.93031945166,696.077602744266,112.811726645438,44.5722723469431,15.1579551223574,857.396703241164,W
549.386923022499,50.2067440083178,10.1226936270218,8.33148925717018,17.6141343607404,0.772066905184481,0.0705567676286026,0.0142256694020824,0.0117084460091849,0.0247535746365837,8.984375,4.93407968550718,807.048593347901,0.289797588949178,4.3886928636912,32.8970137544641,23.0662136410005,149.467550537458,6869.95367105539,1546.39079426,208.855685559592,67.6157998931249,22.9131801962354,711.579423147565,W
695.527897669648,49.0367448201583,16.572413785621,14.8414732743518,39.624730866574,0.671348135383729,0.0473320010751563,0.0159962801363702,0.0143255151122867,0.0382471921996026,18.359375,4.88549252078914,1157.49836365415,0.353004130871791,3.96812764584277,40.5484322201134,25.8898975937359,168.224262621255,7169.14646843276,1153.56282004792,214.287488084909,141.394760242003,58.7131563177127,1036.01672666015,W
389.103711269534,35.4387561681044,8.69442656246647,6.37605720443934,18.1002193597241,0.680149398298863,0.0619465915797951,0.0151977707324382,0.0111452842661645,0.0316390025333528,12.890625,4.98115299179215,650.261206961873,0.324844154245073,4.19196834445452,28.5698749747945,22.0155011788399,143.075906705294,4608.66397650001,1107.1997443674,199.351203177648,59.504862750153,28.5156180652553,572.085650950703,W
229.482225665613,20.5484107053174,6.04803084349431,4.91582300177503,16.7809144551603,0.723753632028656,0.0648067049082069,0.0190746114515145,0.0155037922506859,0.0529245685606245,21.2890625,5.21606687458986,307.426418991524,0.417256172213301,3.29882056273898,20.4864480717956,13.965070426994,82.5492464656431,2594.29666677172,507.024316295459,85.452447774842,56.2389211129433,22.7887668103611,317.072295751225,W
298.005901171552,36.7440815741411,8.31201196423364,6.85037869981548,19.7678063920765,0.698657438659835,0.0861443542479356,0.019487026821319,0.0160603129583927,0.0463444681045466,19.53125,5.23465439335977,445.162338226576,0.394489613491115,3.46653737406812,22.8264815575942,19.2136951516533,152.574469110356,2501.85242791557,841.69032030353,143.304391796756,72.2632831953643,26.612049750478,426.540797652118,W
417.289137292141,30.5558563772975,9.41728945708395,7.44858018499665,18.0220107610033,0.788415312463904,0.0577314454184879,0.0177927833397491,0.0140731549162163,0.0340503214091977,13.8671875,4.94805211502855,505.757503050684,0.349976488583335,3.79805539179305,25.4359972329385,19.0870306588588,126.323308906823,4082.10694471929,796.16748401758,124.532521151153,66.6466846434465,22.2836670583683,529.275789923532,W
