onset_s,offset_s,duration_s,peak_amp,freq_hz
32994.73,32996.17,1.45,53.2833515046243,NaN
33028.09,33030,1.92,121.924470082637,NaN
33241.37,33243.25,1.89,61.4155935391519,NaN
33273.9,33275.79,1.9,103.730693147775,NaN
33280,33281.61,1.62,74.4553713565743,NaN
33355.25,33357.07,1.83,51.5753070383068,NaN
33374.39,33375.63,1.25,84.4489409088953,NaN
33409.95,33411.8,1.86,61.0838358386808,NaN
33487.05,33488.58,1.54,69.5791532915732,NaN
33494.63,33496.48,1.86,55.1451112343093,NaN
33529.34,33530.33,1,57.5950861591322,NaN
33536.92,33538.53,1.62,65.5929790570751,NaN
33585.13,33586.07,0.95,45.1553146396813,NaN
33593.75,33594.49,0.75,39.8857541170114,NaN
33634.58,33635.28,0.71,47.0365148720669,NaN
33699.76,33700.93,1.18,65.574417112341,NaN
33701.1,33701.86,0.77,49.5539228190809,NaN
33746.28,33748.1,1.83,57.0528715024552,NaN
33749.43,33750.23,0.81,29.0519079479615,NaN
33785.68,33787,1.33,78.1896707339072,NaN
33828.5,33829.74,1.25,53.3268804093637,NaN
33887,33888.14,1.15,49.2813824086213,NaN
34096.32,34097.61,1.3,61.4157667605597,NaN
34156.4,34157.15,0.76,51.4704977124562,NaN
34364.64,34366,1.37,78.9432727361254,NaN
34603.74,34604.8,1.07,72.737895480581,NaN
34723.87,34725.49,1.63,65.5402590222044,NaN
34776.38,34777.17,0.8,34.6544548580894,NaN
35251.37,35252.07,0.71,32.7050987724456,NaN
35626.1,35627.85,1.76,66.2017844700732,NaN
35650.09,35651.93,1.85,108.710558833305,NaN
35653.8,35654.71,0.92,48.7726077504307,NaN
35663.14,35664.99,1.86,68.5849886660896,NaN
35684.16,35685.97,1.82,54.8724307220249,NaN
35757.75,35758.54,0.8,34.1334580252391,NaN
35759.26,35760.26,1.01,73.9997459687856,NaN
35808.29,35810.08,1.8,84.6060805704979,NaN
36090.01,36091.73,1.73,77.23835785366,NaN
36116.69,36118.44,1.76,62.0607416135668,NaN
36126.09,36126.98,0.9,33.893140796078,NaN
36131.49,36133.27,1.79,52.5426667425821,NaN
36155.87,36157.39,1.53,64.6573680640512,NaN
36194.27,36196.02,1.76,57.5886547289595,NaN
36197.84,36199.62,1.79,72.6930661139411,NaN
36293.51,36294.24,0.74,39.2719193073693,NaN
36295.77,36296.5,0.74,34.2560474443405,NaN
36366.84,36368.05,1.22,57.5859141075533,NaN
36395.4,36397.18,1.79,62.8067261695665,NaN
36398.38,36399.35,0.98,46.8019392511091,NaN
36407.96,36408.8,0.85,33.5270938689574,NaN
36411.88,36413.75,1.88,64.846485339142,NaN
36417.82,36418.5,0.69,38.1264481474407,NaN
36463.13,36464.95,1.83,65.1070498854976,NaN
36560.18,36561.75,1.58,49.9449043343221,NaN
36594.43,36595.45,1.03,52.7771436637954,NaN
36597.04,36598.22,1.19,48.2171396529631,NaN
36632.09,36633.27,1.19,64.9373110620541,NaN
36633.46,36634.16,0.71,36.4160681304289,NaN
36648.86,36649.7,0.85,27.3652387480738,NaN
36882.12,36883.97,1.86,61.6772485918876,NaN
36890.23,36892.06,1.84,60.4542455643291,NaN
36893.35,36893.9,0.56,32.6042532710395,NaN
36919.78,36920.35,0.58,32.9955849913011,NaN
36934.83,36935.57,0.75,33.0037953551261,NaN
37041.59,37043.42,1.84,55.3279950717555,NaN
