onset_s,offset_s,duration_s,peak_amp,freq_hz
29218.71,29220,1.3,50.2452067688538,NaN
32367.98,32369.73,1.76,50.56339435165,NaN
32566.93,32567.85,0.93,38.8355524405138,NaN
32818.89,32820.17,1.29,44.1005572434242,NaN
36696.71,36697.88,1.18,45.1225745307982,NaN
36697.99,36698.86,0.88,20.1200128840576,NaN
36699.06,36700.83,1.78,50.1495939345197,NaN
37630.03,37631.33,1.31,49.4950698372057,NaN
38370.21,38371.33,1.13,48.3426136926214,NaN
38448.33,38449.28,0.96,26.0503608383755,NaN
38628.52,38629.31,0.8,17.8544754021399,NaN
38629.49,38630.56,1.08,41.3051991205458,NaN
38758.16,38759.05,0.9,18.5024406087962,NaN
38952.67,38953.6,0.94,38.786826849583,NaN
39308.57,39310.32,1.76,43.7574470027101,NaN
40030.21,40031.73,1.53,39.8883235902147,NaN
46054.01,46055.78,1.78,49.2248510256918,NaN
49462.28,49463.55,1.28,43.707133251352,NaN
49598.46,49600.15,1.7,48.0389159788335,NaN
50035.23,50037.01,1.79,43.4540456427103,NaN
50937.21,50938.86,1.66,40.8392687394198,NaN
51644.83,51645.51,0.69,24.6781633269835,NaN
