onset_s,offset_s,duration_s,peak_amp,freq_hz
35617.5,35618.01,0.52,29.6278444420702,28.8461538461538
35621.42,35622,0.59,47.8121979736853,27.1186440677966
35671.74,35672.27,0.54,20.3438412432034,24.0740740740741
35704.78,35705.32,0.55,18.0660896000144,27.2727272727273
35707.84,35708.34,0.51,16.4591588369044,27.4509803921569
35755.88,35756.44,0.57,18.8709971064848,28.0701754385965
35776.61,35777.23,0.63,14.0699773653671,25.3968253968254
35823.18,35824.15,0.98,21.5019326983632,25.5102040816327
35826.06,35826.84,0.79,22.0105341600607,27.8481012658228
35836.13,35836.85,0.73,46.9115033503122,27.3972602739726
35845.58,35846.56,0.99,25.7547950889157,27.2727272727273
35849.59,35850.56,0.98,19.871902670879,26.530612244898
35853.05,35854.23,1.19,18.580548418282,26.890756302521
35858.57,35859.56,1,13.6968908972644,28
35862.85,35863.63,0.79,20.198977814743,27.8481012658228
35892.79,35893.55,0.77,24.893680236093,25.974025974026
35911.32,35911.83,0.52,15.3535478157773,26.9230769230769
40137.38,40138.06,0.69,37.5148939169511,26.0869565217391
40269.64,40270.41,0.78,36.2596333683571,25.6410256410256
40321.32,40321.86,0.55,24.0899512454015,25.4545454545455
40326.13,40326.71,0.59,27.2188020999853,27.1186440677966
40330.16,40330.88,0.73,23.1195236136785,26.027397260274
40336.97,40337.6,0.64,19.2361936680032,28.125
40352.09,40352.91,0.83,27.5112003015898,27.710843373494
40364.47,40365.29,0.83,27.5943207728039,26.5060240963855
40378.41,40378.94,0.54,21.9937513287889,29.6296296296296
40398.38,40399.08,0.71,19.2768433450434,26.7605633802817
40405.52,40406.34,0.83,23.4150021151481,28.9156626506024
40463.68,40464.39,0.72,26.1694764069027,26.3888888888889
40482.43,40482.94,0.52,29.6644921313278,26.9230769230769
40524.78,40525.83,1.06,23.5064409657649,27.3584905660377
40537.79,40538.32,0.54,15.8486775980511,29.6296296296296
40544.64,40545.35,0.72,15.8337711799159,27.7777777777778
40586.07,40586.61,0.55,27.2743148329182,27.2727272727273
40603.3,40603.97,0.68,21.760870548199,29.4117647058824
40608.11,40608.73,0.63,20.5131224992321,28.5714285714286
41771.38,41771.88,0.51,22.3149758503082,27.4509803921569
42631.93,42632.75,0.83,19.7220899697869,28.9156626506024
42635.54,42636.21,0.68,14.5825641461316,27.9411764705882
42700.89,42701.44,0.56,17.7809321508849,28.5714285714286
42708.82,42709.63,0.82,23.877140601209,26.8292682926829
42711.82,42712.67,0.86,23.9643639560677,26.7441860465116
42792.16,42792.85,0.7,26.0491194990153,27.1428571428571
42803.71,42804.4,0.7,17.0570036250411,28.5714285714286
42856.45,42857.23,0.79,27.7700076020622,26.5822784810127
42886.6,42887.29,0.7,27.7199353624577,27.1428571428571
42953.37,42953.87,0.51,14.0967510341078,27.4509803921569
43003.58,43004.35,0.78,29.6452445843367,26.9230769230769
43059.64,43060.2,0.57,32.7099180009023,26.3157894736842
43139.83,43140.33,0.51,23.3271546537387,27.4509803921569
43156.37,43157.09,0.73,33.5335371555592,27.3972602739726
43163.73,43164.22,0.5,12.3675266589516,24
43172.04,43172.61,0.58,15.7045458824667,25.8620689655172
43276.18,43276.69,0.52,24.1763201399992,28.8461538461538
43434.58,43435.48,0.91,54.1708702827187,25.2747252747253
43984.97,43985.72,0.76,22.9334867934588,27.6315789473684
43986.99,43987.67,0.69,26.202948071918,26.0869565217391
44025.18,44025.72,0.55,20.5782723385971,27.2727272727273
44039.83,44040.32,0.5,14.6682479338096,26
44111.61,44112.1,0.5,30.0224669356612,26
44119.1,44119.87,0.78,28.7645935420839,28.2051282051282
44127.61,44128.12,0.52,20.1318106441486,26.9230769230769
44130.64,44131.24,0.61,20.4526610864601,26.2295081967213
44175.41,44176.18,0.78,21.8193785507975,26.9230769230769
44183.88,44184.39,0.52,24.2361830407216,26.9230769230769
44215.76,44216.35,0.6,24.2465328902397,26.6666666666667
44249.63,44250.16,0.54,21.4087196177146,27.7777777777778
44368.34,44369.13,0.8,34.5850149636724,26.25
44398.76,44399.35,0.6,35.0066295086205,25
44405.79,44406.33,0.55,28.96724834925,27.2727272727273
44492.97,44493.48,0.52,26.278195355534,26.9230769230769
44501.89,44502.51,0.63,23.7101033721235,26.984126984127
44509.71,44510.5,0.8,16.6941621655273,27.5
44557.6,44558.57,0.98,44.4397351397118,27.5510204081633
44686.26,44686.85,0.6,23.8092757299507,28.3333333333333
44695.45,44696.02,0.58,25.7391733878076,27.5862068965517
44717.52,44718.13,0.62,42.7376244288199,25.8064516129032
45483.87,45484.5,0.64,22.1773257811462,28.125
45487.02,45487.79,0.78,25.2504665994339,28.2051282051282
45490.36,45490.89,0.54,25.2848942834432,25.9259259259259
45707.1,45707.77,0.68,18.2384581867754,27.9411764705882
45710.08,45710.79,0.72,25.2828476642551,26.3888888888889
45712.07,45712.62,0.56,34.1982345212109,28.5714285714286
45735.91,45736.49,0.59,39.4218378063985,25.4237288135593
45790.68,45791.41,0.74,27.4681624273102,27.027027027027
45847.39,45848.31,0.93,33.692747948226,24.7311827956989
45852.54,45853.27,0.74,14.5310927172893,28.3783783783784
45855.57,45856.46,0.9,21.9389218487056,26.6666666666667
45863.54,45864.11,0.58,25.5516272008615,27.5862068965517
45872.19,45872.68,0.5,17.7161563584724,26
45875.61,45876.29,0.69,25.1952276328269,27.536231884058
45932.11,45932.91,0.81,22.7900877282299,28.3950617283951
46010.44,46011.62,1.19,37.9403726498262,27.7310924369748
46013.03,46013.61,0.59,26.5127510656598,27.1186440677966
46182.76,46183.37,0.62,35.9282351118437,29.0322580645161
46198.59,46199.61,1.03,58.2205445177526,28.1553398058252
46372.86,46373.38,0.53,22.1943114038934,28.3018867924528
46376.21,46377.11,0.91,24.4827195572845,27.4725274725275
46421.93,46422.42,0.5,17.1540941320177,28
46425.07,46425.9,0.84,21.5641134672314,27.3809523809524
46428.45,46429.1,0.66,25.3608039975678,27.2727272727273
46586.76,46587.4,0.65,45.3753613992577,26.1538461538462
