onset_s,offset_s,duration_s,peak_amp,freq_hz
35503.91,35504.52,0.62,24.7314170118384,27.4193548387097
35611.09,35611.94,0.86,58.538113737594,27.906976744186
35615.69,35616.2,0.52,38.4923734813192,26.9230769230769
35640.72,35641.35,0.64,27.1412988802264,26.5625
35682.89,35683.55,0.67,37.8111548786576,25.3731343283582
35713.27,35713.8,0.54,27.8682384570302,25.9259259259259
35789.3,35789.88,0.59,28.1149704442364,27.1186440677966
35816.66,35817.17,0.52,27.6492987072345,26.9230769230769
35855.35,35855.86,0.52,42.3173805970683,26.9230769230769
36103.64,36104.37,0.74,26.202113598765,27.027027027027
36135.51,36136.24,0.74,48.7480286849884,25.6756756756757
36170.51,36171.04,0.54,42.4276284707088,27.7777777777778
36352.93,36353.49,0.57,25.6584712507097,26.3157894736842
36358.27,36358.95,0.69,21.3518396787361,26.0869565217391
36484.59,36485.18,0.6,44.2890000000203,26.6666666666667
36489.13,36489.65,0.53,53.1662637153942,24.5283018867925
39003.06,39003.58,0.53,15.1432346182495,28.3018867924528
39292.64,39293.43,0.8,41.6556103807054,25
39331.76,39332.32,0.57,28.8343687047977,26.3157894736842
39618.89,39619.46,0.58,21.1280959461638,25.8620689655172
39684.85,39685.43,0.59,25.2978190013234,27.1186440677966
39863.42,39864.04,0.63,21.2212447564046,26.984126984127
40080.85,40081.41,0.57,29.1991362416466,26.3157894736842
40108.87,40109.37,0.51,27.7335819113581,27.4509803921569
40111.04,40111.53,0.5,34.6923990118997,26
40284.77,40285.26,0.5,23.9492720057511,24
40339.91,40340.4,0.5,44.985657706723,26
42940.84,42941.5,0.67,135.35144455644,26.865671641791
43022.36,43022.92,0.57,51.0133831758252,26.3157894736842
43217.49,43218.06,0.58,16.1278803202422,27.5862068965517
44442.77,44443.3,0.54,25.0748880686133,27.7777777777778
44449.94,44450.54,0.61,36.085515462461,26.2295081967213
45330.23,45330.76,0.54,17.7502728113056,25.9259259259259
45972.23,45972.9,0.68,33.5222546360762,26.4705882352941
46011.36,46011.85,0.5,20.8512709105391,28
46168.93,46169.56,0.64,61.1209831938603,26.5625
46312.89,46313.75,0.87,31.8007875679358,25.2873563218391
46314.67,46315.17,0.51,24.0031664141746,25.4901960784314
46788.26,46788.86,0.61,28.8163627340448,26.2295081967213
47940.03,47940.83,0.81,37.9011376496426,25.9259259259259
48221.77,48222.41,0.65,28.8584677236394,26.1538461538462
48279.44,48279.98,0.55,52.9506657517765,23.6363636363636
48602.07,48602.62,0.56,27.8431410920747,26.7857142857143
49058.47,49058.99,0.53,15.0443134872553,26.4150943396226
49101.92,49102.54,0.63,34.3465909213904,26.984126984127
50762.55,50763.11,0.57,35.9062667875585,26.3157894736842
50830.7,50831.22,0.53,38.0300666875527,28.3018867924528
50833.2,50833.88,0.69,41.4526516977422,28.9855072463768
51263.06,51263.62,0.57,40.1190169577878,28.0701754385965
51263.71,51264.22,0.52,46.3235641786151,26.9230769230769
52253.15,52253.69,0.55,26.8137526146171,27.2727272727273
61951.79,61952.28,0.5,46.9871124944763,26
