onset_s,offset_s,duration_s,peak_amp,freq_hz
15994.29,15994.94,0.66,17.9242630824945,25.7575757575758
16003.28,16004.03,0.76,15.1381188709382,25
16014.32,16015.07,0.76,29.0276643008716,27.6315789473684
27547.36,27548.04,0.69,31.3091036893588,24.6376811594203
27599.53,27600.1,0.58,14.0573238196193,25.8620689655172
27696.05,27696.88,0.84,24.4178688448767,26.1904761904762
27813.94,27814.82,0.89,20.9354966947481,28.0898876404494
27836.32,27836.88,0.57,18.8088883673383,26.3157894736842
27894.62,27895.45,0.84,25.42536949495,26.1904761904762
27918.85,27919.53,0.69,11.8053119989751,26.0869565217391
27921.99,27922.55,0.57,13.0476623951533,26.3157894736842
27926.21,27926.82,0.62,7.88162552846986,25.8064516129032
27944.3,27945.07,0.78,16.6649764677814,25.6410256410256
28045.12,28045.83,0.72,16.9306054373428,23.6111111111111
28062.68,28063.29,0.62,19.4982121934958,24.1935483870968
28063.75,28064.65,0.91,16.3093228614378,26.3736263736264
28144.59,28145.55,0.97,20.2547782983079,24.7422680412371
28233.63,28234.39,0.77,28.656571262207,25.974025974026
28259.57,28260.31,0.75,10.457839490913,28
28625.63,28626.15,0.53,18.9002009913926,26.4150943396226
28651.52,28652.1,0.59,19.3491781073842,25.4237288135593
28659.6,28660.12,0.53,62.4425687083251,26.4150943396226
28808.92,28809.92,1.01,27.9182478026823,25.7425742574257
28850.77,28851.68,0.92,24.6405677381036,25
28919.67,28920.22,0.56,21.7389794760004,26.7857142857143
28991.15,28991.95,0.81,14.6502872291047,25.9259259259259
29032.24,29032.84,0.61,13.6730711339397,27.8688524590164
29216.19,29216.74,0.56,10.9320528252745,26.7857142857143
29386.53,29387.13,0.61,7.97238268978804,24.5901639344262
29965.95,29966.78,0.84,22.6330142725702,27.3809523809524
29998.3,29998.8,0.51,23.6266676843505,27.4509803921569
30002.4,30003.22,0.83,15.0238739013494,26.5060240963855
30030.28,30030.79,0.52,8.25502833035241,26.9230769230769
30106.28,30106.94,0.67,22.6715170313057,25.3731343283582
30243.01,30243.64,0.64,12.6002996492436,26.5625
30781.74,30782.24,0.51,9.73424300654408,25.4901960784314
30957.63,30958.16,0.54,7.59293339485157,25.9259259259259
31023.43,31023.95,0.53,12.2970660144539,26.4150943396226
31058.58,31059.07,0.5,10.686913941439,26
31285.82,31286.85,1.04,18.4843269912363,25
31804.04,31804.67,0.64,9.2534515061732,26.5625
31836.94,31837.5,0.57,28.5106782248233,26.3157894736842
32335.26,32336.08,0.83,7.38034929391922,25.3012048192771
33290.37,33291.19,0.83,20.5010960853964,25.3012048192771
33351.27,33351.85,0.59,19.2883785232019,23.728813559322
33392.97,33394.61,1.65,16.4566688161886,27.8787878787879
33629.07,33629.67,0.61,20.5813099821994,24.5901639344262
33774.16,33775.12,0.97,15.9415420556894,26.8041237113402
33792.64,33793.35,0.72,13.3579363370767,25
33889.76,33890.28,0.53,22.4657886929543,26.4150943396226
34068.47,34069.03,0.57,9.62378152381272,26.3157894736842
34118.1,34118.78,0.69,13.2362320317952,24.6376811594203
34479.12,34479.62,0.51,15.084039538082,25.4901960784314
