onset_s,offset_s,duration_s,peak_amp,freq_hz
11254.17,11256.05,1.89,56.8071215462012,NaN
11258.84,11260.72,1.89,56.5339012646623,NaN
11278.81,11280,1.2,85.9079428010433,NaN
14370.01,14371.57,1.57,104.436023382375,NaN
14392.97,14394.55,1.59,86.3250297413574,NaN
14398.1,14400,1.91,78.5320733367471,NaN
16365.05,16365.76,0.72,61.1097415258224,NaN
16366.02,16367.14,1.13,73.4111435485662,NaN
16373.58,16374.25,0.68,11.18005271935,NaN
18247.98,18249.54,1.57,81.3439296402732,NaN
18292.9,18294.74,1.85,63.1347307603566,NaN
18294.81,18295.64,0.84,37.7914794141142,NaN
18305.68,18307.2,1.53,65.854089602178,NaN
18314.01,18315.24,1.24,54.1136038374822,NaN
18316.94,18318.71,1.78,73.3292385842077,NaN
18328.14,18329.95,1.82,52.6572118305388,NaN
18477.77,18478.76,1,28.6636862456576,NaN
35739.12,35740.9,1.79,42.7503039461104,NaN
35792.76,35793.5,0.75,34.3980896272521,NaN
35826.06,35827.02,0.97,38.3557455785855,NaN
35827.07,35828.14,1.08,51.5423689758345,NaN
35846.1,35847.86,1.77,46.258996619421,NaN
35950.64,35952.28,1.65,43.904466220543,NaN
36003.82,36005.04,1.23,69.066802721918,NaN
36012.16,36013.7,1.55,61.9384304307672,NaN
36084.13,36085.04,0.92,25.7838859852792,NaN
36183.26,36184.44,1.19,52.1541907205962,NaN
36185.53,36187.1,1.58,58.7505290599063,NaN
36257.4,36258.33,0.94,33.3102479770068,NaN
36258.47,36259.42,0.96,30.5621954146994,NaN
36269.28,36271.02,1.75,87.1305189619182,NaN
36652.36,36653.99,1.64,46.6575930403619,NaN
36673.08,36674.89,1.82,61.0437087139486,NaN
36719.61,36721.2,1.6,46.4209579844227,NaN
36736.7,36738.37,1.68,55.5073057321676,NaN
36747.37,36748.78,1.42,59.4059773565269,NaN
36798.22,36799.78,1.57,53.2365078331557,NaN
36842.23,36844.02,1.8,56.716842678573,NaN
36894.16,36895.7,1.55,45.2627988512592,NaN
37002.76,37004.32,1.57,42.3233685762373,NaN
37052.37,37053.71,1.35,51.3056433614842,NaN
37354.43,37355.69,1.27,46.0145947301931,NaN
37407.21,37407.93,0.73,22.5700174386441,NaN
37538.84,37540.49,1.66,50.0082899952096,NaN
37617.22,37618.88,1.67,58.3482913049903,NaN
41360.52,41362.27,1.76,53.1883740149211,NaN
41449.89,41451.21,1.33,46.8790978445875,NaN
41487.04,41488.89,1.86,59.3079421283446,NaN
41523.69,41525,1.32,55.9904521725626,NaN
41597.01,41598.82,1.82,59.7619919920499,NaN
41631.32,41632.74,1.43,56.8481866487175,NaN
41705.92,41707.46,1.55,54.1365957080235,NaN
41785,41786.66,1.67,59.2561659944365,NaN
41822.32,41823.51,1.2,50.0640609144663,NaN
41998.08,42000,1.93,89.6927608374998,NaN
42305,42306.07,1.08,79.4915397392774,NaN
42307.63,42308.64,1.02,122.62522331735,NaN
42325.11,42326.22,1.12,113.590192436231,NaN
42390.01,42390.99,0.99,96.2807900439044,NaN
42391.81,42393.67,1.87,86.126853860536,NaN
42395.25,42396.66,1.42,89.3317823723195,NaN
42411.56,42412.96,1.41,63.8406171617151,NaN
42415.78,42416.31,0.54,11.2224921454681,NaN
42563.34,42564.82,1.49,52.9895126125051,NaN
42794.15,42795.63,1.49,46.743315054182,NaN
43110.63,43112.07,1.45,52.1134976540767,NaN
43198.27,43199.93,1.67,58.6685632349223,NaN
43247.05,43248.22,1.18,49.0366951834361,NaN
43291.47,43293.08,1.62,59.8687914022524,NaN
43440.01,43440.56,0.56,42.8972720441398,NaN
43659.58,43660.81,1.24,54.0931457152837,NaN
43699.95,43701.56,1.62,54.1197076790033,NaN
43719,43720.79,1.8,47.6478757067787,NaN
43739.69,43741.29,1.61,50.884706750628,NaN
43805.99,43807.53,1.55,44.3295609202865,NaN
43821.49,43823.11,1.63,53.0115345163823,NaN
43915.46,43916.93,1.48,50.9509442666126,NaN
44003.99,44005.73,1.75,54.1619639002751,NaN
44008.98,44010,1.03,66.2294244076549,NaN
44064.42,44064.92,0.51,31.7727006963506,NaN
44121.4,44123.15,1.76,52.1936276938377,NaN
44265.03,44266.5,1.48,51.0227522740876,NaN
44273.67,44275.08,1.42,49.365319670705,NaN
44489.53,44490.37,0.85,72.0131046466765,NaN
44499.64,44501.35,1.72,48.0693247159121,NaN
44653.56,44655.12,1.57,53.0445656493207,NaN
44702.6,44703.17,0.58,29.8998329828456,NaN
44757.82,44759.15,1.34,52.5134519585386,NaN
44841.88,44843.33,1.46,56.7536032869945,NaN
44939.79,44941.3,1.52,46.3015441149429,NaN
44942.95,44944.42,1.48,50.1828606484155,NaN
44950.73,44952.35,1.63,46.2801876756472,NaN
44966.42,44967.36,0.95,31.5585414926883,NaN
45034.54,45035.53,1,42.2171978818998,NaN
45085.21,45086.68,1.48,44.7235798396813,NaN
45086.7,45087.35,0.66,34.77242145237,NaN
45097.03,45098.43,1.41,69.4406001904585,NaN
45147.46,45148.87,1.42,61.4494783557194,NaN
45198.37,45199.88,1.52,44.4913167187916,NaN
45217.8,45219.41,1.62,45.9624530373209,NaN
45241.11,45242.39,1.29,52.5333592945438,NaN
45270.01,45271.57,1.57,55.5606686493029,NaN
45281.77,45283.23,1.47,56.0499380955769,NaN
45352.79,45354.38,1.6,59.7986712925134,NaN
45743.01,45744.77,1.77,60.5688388986647,NaN
46234.23,46236.02,1.8,54.3363679807644,NaN
46762.02,46763.76,1.75,84.4348406142097,NaN
47005.17,47006.83,1.67,49.1362269690035,NaN
47042.86,47044.25,1.4,55.4291825148899,NaN
47353.08,47354.55,1.48,58.2614996572053,NaN
47659.27,47660.84,1.58,50.0292783177336,NaN
47914.04,47915.31,1.28,54.6217194524946,NaN
47933.56,47934.94,1.39,49.3831982306796,NaN
47954.62,47955.6,0.99,50.3365172897607,NaN
47966.31,47967.89,1.59,54.1798008318381,NaN
47990.06,47991.51,1.46,57.5409178288883,NaN
48078.1,48079.05,0.96,33.4999579801496,NaN
48089.05,48090.67,1.63,44.7210014756075,NaN
48168.03,48169.47,1.45,44.9024359690916,NaN
48212.61,48213.74,1.14,49.5015569829381,NaN
48253.58,48254.07,0.5,33.1069623067591,NaN
48272.13,48272.75,0.63,27.1032978426232,NaN
48300.76,48302.37,1.62,41.5818397324,NaN
48314.38,48315.95,1.58,53.7639402121752,NaN
48335.31,48336.71,1.41,54.8163024651887,NaN
48374.61,48375.83,1.23,47.7674399002992,NaN
48379,48379.87,0.88,28.3303512047846,NaN
48393.67,48395.17,1.51,43.2714401617321,NaN
48405.36,48406.82,1.47,43.8476411380981,NaN
48419.04,48419.85,0.82,15.8848855927874,NaN
48475.55,48476.47,0.93,37.6074893217426,NaN
48476.62,48477.59,0.98,47.1659491033257,NaN
48489.32,48490.48,1.17,47.0111817978129,NaN
48553.6,48554.65,1.06,41.7693431777156,NaN
48620.5,48622.34,1.85,55.8152910610493,NaN
48647.96,48648.87,0.92,36.092548463183,NaN
48653.66,48654.98,1.33,63.0751096929787,NaN
48683.85,48685.36,1.52,44.1158332001889,NaN
48687.9,48689.24,1.35,47.9577464006618,NaN
48693.4,48694.48,1.09,51.0445680976575,NaN
48834.42,48836.02,1.61,49.2345072163519,NaN
48865.68,48866.98,1.31,44.5932757492443,NaN
48946.29,48946.97,0.69,29.1093018283526,NaN
48992.7,48993.96,1.27,54.6290421178715,NaN
48994.32,48995.86,1.55,53.8429842843552,NaN
49013.46,49015,1.55,46.1096246063278,NaN
49035.64,49037.1,1.47,53.1231050193774,NaN
49037.97,49039.01,1.05,42.8977036809311,NaN
49049.95,49051.4,1.46,58.2887657436449,NaN
49059.64,49060.87,1.24,48.6761116882996,NaN
49077.61,49078.61,1.01,37.3847153655158,NaN
49143.88,49144.5,0.63,16.642490026851,NaN
49144.63,49145.99,1.37,55.5657508003355,NaN
49172.11,49173.01,0.91,22.7204838060718,NaN
49185.84,49186.96,1.13,47.4638706926836,NaN
49187.28,49188.18,0.91,25.1706802730569,NaN
49188.45,49189.42,0.98,39.2309732555342,NaN
49233.32,49234.59,1.28,43.4048805836923,NaN
49249.54,49250.61,1.08,54.9605943611482,NaN
49252.54,49253.77,1.24,54.6072227056797,NaN
49254.28,49254.78,0.51,16.3438597804186,NaN
49257.45,49259.14,1.7,57.5505541760008,NaN
49310.5,49311.27,0.78,37.9901472780986,NaN
49342.75,49343.97,1.23,48.6254736074642,NaN
49344.52,49345.48,0.97,35.2665683972717,NaN
49401.3,49402.92,1.63,52.5673397241168,NaN
49414.12,49415.6,1.49,44.0594007477786,NaN
49442.32,49443.08,0.77,26.0717024066925,NaN
50669.59,50671.24,1.66,59.1700481927276,NaN
51015.39,51016.89,1.51,47.5490160100055,NaN
51043.88,51045.44,1.57,44.8100127416941,NaN
51492.83,51494.4,1.58,49.2732402610234,NaN
51628.48,51629.84,1.37,48.262915458911,NaN
52174.32,52175.68,1.37,56.9230124586325,NaN
52344.26,52345.69,1.44,47.7129021345111,NaN
52536.97,52538.48,1.52,54.0753009072403,NaN
52565.06,52566.34,1.29,57.0910219301173,NaN
52613.05,52614.74,1.7,44.9362305161307,NaN
52634.1,52635.48,1.39,53.8135678785706,NaN
52748.06,52749.06,1.01,54.2176068830449,NaN
52774.17,52775.96,1.8,47.7321096666026,NaN
52890.01,52891.85,1.85,100.938828453056,NaN
53288.27,53289.53,1.27,54.2875805554682,NaN
53403.75,53404.84,1.1,56.1040181696451,NaN
53405.24,53405.89,0.66,35.6688905870562,NaN
53423.52,53425.05,1.54,53.5067255985262,NaN
53802.76,53804.6,1.85,58.554082452987,NaN
53933.59,53934.92,1.34,50.0403127868212,NaN
53952.22,53953.78,1.57,56.3277308436554,NaN
54000.82,54002.41,1.6,59.9024805119422,NaN
54002.69,54003.29,0.61,20.6607098890226,NaN
54194.05,54195.63,1.59,47.5458938873044,NaN
54259.15,54260.47,1.33,55.3624313678891,NaN
54293.06,54294.42,1.37,54.5446439980593,NaN
54322.45,54324.01,1.57,54.8330836129336,NaN
54439.23,54440.43,1.21,52.2334323989717,NaN
54441.03,54442.28,1.26,53.0670044656592,NaN
54459.59,54461.29,1.71,49.1755019470131,NaN
54471.07,54472.16,1.1,45.431660001464,NaN
54525.63,54526.72,1.1,49.3019365632932,NaN
54562.7,54564.24,1.55,57.4611537380206,NaN
54567.72,54569.32,1.61,52.5347739936501,NaN
54623.41,54624.65,1.25,47.695077156983,NaN
54626.51,54628.2,1.7,50.6283377980575,NaN
54704.45,54704.99,0.55,41.9946934103901,NaN
54929,54930.58,1.59,62.9925291264126,NaN
55097.13,55098.49,1.37,49.918917143883,NaN
55251.05,55252.24,1.2,50.5864533487274,NaN
55304.48,55306.17,1.7,52.6038931721718,NaN
55598.69,55600.46,1.78,50.6569411090508,NaN
55645.28,55646.89,1.62,92.4858140088954,NaN
55703.36,55704.96,1.61,49.9106673081059,NaN
55898.93,55900.41,1.49,101.011318150371,NaN
56142.23,56143.95,1.73,58.3398261019065,NaN
56291.41,56292.29,0.89,36.5561011423019,NaN
56363.4,56364.17,0.78,23.0332019708248,NaN
56411.81,56413.12,1.32,44.0990245499981,NaN
56591.62,56593.13,1.52,42.6732961097376,NaN
56622.03,56623.78,1.76,96.3692257483797,NaN
56647.12,56648.65,1.54,48.8137619781832,NaN
56747.36,56749.05,1.7,49.4597668676874,NaN
56858.55,56859.87,1.33,78.7662999141102,NaN
56942.07,56943.64,1.58,50.6623344826018,NaN
57067.45,57068.94,1.5,47.3554865713908,NaN
57268.72,57270.36,1.65,56.1743751104315,NaN
57272.74,57273.39,0.66,34.0186950677996,NaN
59587.37,59589.13,1.77,46.7768835861313,NaN
59609.16,59610,0.85,38.5783051177272,NaN
62670.01,62670.59,0.59,34.0191398263278,NaN
62680.52,62682.17,1.66,66.5913692699447,NaN
62684.89,62686.64,1.76,78.5485673716763,NaN
64879,64880.84,1.85,62.0861733966681,NaN
70860.01,70861.13,1.13,81.6504901261711,NaN
70879.97,70880.53,0.57,60.4077869676052,NaN
70888.26,70890,1.75,76.4013355504551,NaN
78452.07,78453.57,1.51,102.245156409358,NaN
78466.27,78468.09,1.83,91.4464586955938,NaN
78478.63,78480,1.38,80.4249632141116,NaN
