onset_s,offset_s,duration_s,peak_amp,freq_hz
18148.34,18150,1.67,70.0890578438867,NaN
18184.51,18186.32,1.82,67.9827718257699,NaN
18187.41,18188.88,1.48,52.2986128605061,NaN
18244.22,18245.53,1.32,73.4601933244516,NaN
18357.05,18358.94,1.9,56.9741802458759,NaN
18394.29,18395.06,0.78,55.0094432596223,NaN
18638.28,18640.16,1.89,64.1342412908973,NaN
22631.58,22633.14,1.57,49.4301175697004,NaN
22642.95,22644.16,1.22,53.0074441404475,NaN
22694.43,22696.26,1.84,61.8725013780557,NaN
22747.93,22749.77,1.85,45.6471400865902,NaN
22798.81,22800.51,1.71,47.3409321822732,NaN
22837.07,22838.18,1.12,70.5174030568819,NaN
22838.35,22839.17,0.83,16.7190257711482,NaN
22856.73,22858.58,1.86,57.5160109945846,NaN
22893.92,22895.8,1.89,65.7424212098591,NaN
22933.95,22934.75,0.81,39.9272936979274,NaN
22938.17,22938.67,0.51,23.2973721198238,NaN
22950.29,22952.13,1.85,64.0681688414633,NaN
23056.32,23057.16,0.85,23.6557294080046,NaN
23075.69,23077.48,1.8,54.6874247390127,NaN
23095.83,23097.64,1.82,56.2741790094492,NaN
23160.85,23161.65,0.81,19.3002900817331,NaN
23194.6,23195.1,0.51,31.1825059622932,NaN
23212.19,23213.73,1.55,49.9507909905779,NaN
23217.04,23218.54,1.51,52.0098272363033,NaN
23229.35,23230.57,1.23,51.5234249337289,NaN
23252.92,23254.5,1.59,53.8026337599061,NaN
23267.85,23269.58,1.74,47.0975730087195,NaN
23287.51,23289.33,1.83,63.6782877050076,NaN
23304.75,23306.35,1.61,59.2762448050576,NaN
23349.66,23351.51,1.86,64.311460242609,NaN
23366.65,23368.46,1.82,52.0321036647074,NaN
23368.54,23369.92,1.39,51.0734312057146,NaN
23417.78,23418.81,1.04,60.9749912146463,NaN
23451.94,23453.44,1.51,53.1532123226493,NaN
23493.01,23494.73,1.73,51.400678772686,NaN
23565.52,23567.35,1.84,67.0341107274684,NaN
23572.19,23573.86,1.68,62.3935165042853,NaN
23574.61,23576.14,1.54,55.2596135393047,NaN
23973.23,23974.68,1.46,65.8295308653897,NaN
23985.18,23986.97,1.8,58.6911926794113,NaN
24094.33,24095.09,0.77,35.0392082856159,NaN
24104.6,24105.34,0.75,23.326601522624,NaN
24211.47,24212.47,1.01,49.931677938803,NaN
24213.16,24213.86,0.71,39.2964404620254,NaN
24230.47,24231.17,0.71,35.1058337057936,NaN
24231.87,24232.5,0.64,59.3924377464412,NaN
24315.97,24317.46,1.5,53.0925131629568,NaN
24371.53,24373.04,1.52,50.1325946845966,NaN
24373.52,24375.37,1.86,63.0448253415981,NaN
24439.2,24440.49,1.3,53.8758321187735,NaN
24450.66,24451.47,0.82,32.7175493163901,NaN
24456.98,24457.97,1,48.2785620957961,NaN
24499.77,24501.27,1.51,51.3759867152724,NaN
24535.4,24535.98,0.59,43.2902838553263,NaN
24540.46,24541.33,0.88,22.7711536122235,NaN
24589.04,24589.55,0.52,32.527449424697,NaN
24589.78,24591.3,1.53,54.0567594391886,NaN
24592.09,24593.6,1.52,64.9821736475895,NaN
24601.37,24602.86,1.5,50.4685392344688,NaN
24649.66,24651.55,1.9,63.6181291602422,NaN
24664.71,24666.49,1.79,73.8826980245779,NaN
24775.46,24776.1,0.65,26.0611829726407,NaN
24779.93,24781.13,1.21,55.8242768442539,NaN
24781.3,24782.04,0.75,32.0814841988117,NaN
24851.7,24852.9,1.21,48.3959316436348,NaN
24864.07,24864.93,0.87,37.6756739162191,NaN
24883.88,24885.67,1.8,48.7210356739201,NaN
24945.44,24946.82,1.39,50.5319409020817,NaN
24951.12,24951.63,0.52,27.1946237617719,NaN
24951.65,24953.3,1.66,51.8163571482529,NaN
24989.27,24990.05,0.79,41.3150867732458,NaN
24990.62,24991.4,0.79,28.9898933933825,NaN
25012.09,25012.69,0.61,25.5413917758327,NaN
25028.8,25029.69,0.9,43.7393660450696,NaN
25121.34,25122.29,0.96,28.673767254573,NaN
25126.8,25127.72,0.93,28.3063490176896,NaN
25141.96,25142.81,0.86,38.1689457516002,NaN
25160.82,25161.6,0.79,39.000524056499,NaN
25353.16,25353.97,0.82,28.6163808828249,NaN
25367.22,25368.94,1.73,75.429166318356,NaN
25391.52,25392.42,0.91,25.5584964115545,NaN
