onset_s,offset_s,duration_s,peak_amp,freq_hz
11544.78,11546.35,1.58,56.715326494667,NaN
11744.57,11745.59,1.03,52.1197839271434,NaN
11792.08,11793.92,1.85,43.1266510125187,NaN
11959.68,11960.46,0.79,33.0662150017402,NaN
11963.51,11965.35,1.85,45.3038020110332,NaN
12018.89,12020.37,1.49,41.6838268103255,NaN
12082.61,12083.55,0.95,33.8831057258003,NaN
12118.59,12119.46,0.88,26.5950974996527,NaN
12284.12,12285.11,1,41.0402518657839,NaN
12285.41,12286.21,0.81,15.454112647397,NaN
12338.25,12339.2,0.96,29.9870049659066,NaN
12370.05,12371.12,1.08,44.8468102987639,NaN
12453.51,12455.34,1.84,52.2616559954127,NaN
12488.03,12489,0.98,37.1845686497874,NaN
12561.22,12562.17,0.96,25.5323168029072,NaN
12569.28,12571.04,1.77,50.9151206722459,NaN
12603.27,12604.81,1.55,54.7928969263335,NaN
28279.84,28281.6,1.77,52.5741127876235,NaN
28308.62,28309.98,1.37,46.5913584958228,NaN
29329.98,29330.7,0.73,18.032701952711,NaN
29606.87,29607.7,0.84,29.9471948767161,NaN
29655.2,29656.96,1.77,41.3207339750277,NaN
29667.17,29668.74,1.58,44.7915639296237,NaN
29716.41,29717.94,1.54,48.6103315860622,NaN
29723.04,29724.02,0.99,39.9753392022983,NaN
29730.14,29731.05,0.92,21.1296468714926,NaN
29804.54,29805.41,0.88,19.4602434929895,NaN
29805.95,29806.62,0.68,21.2850657079821,NaN
29830.87,29832.43,1.57,40.4212866176896,NaN
29844.66,29845.59,0.94,43.3633783178926,NaN
29890.59,29891.36,0.78,28.1228917524961,NaN
29934.6,29935.71,1.12,43.1763136279367,NaN
29998.39,29999.8,1.42,59.2713872800869,NaN
30055.47,30056.33,0.87,26.4894486839897,NaN
30064.1,30064.98,0.89,37.1922908312165,NaN
30065.28,30066.15,0.88,29.2691874492437,NaN
30094.93,30096.08,1.16,60.511336282138,NaN
30188.41,30190.19,1.79,55.6540203915131,NaN
30197.96,30198.65,0.7,24.9247847867887,NaN
30213.3,30214.16,0.87,32.6857462828728,NaN
30214.48,30215.47,1,41.1257736403014,NaN
30224.58,30225.31,0.74,26.964042093282,NaN
30266.82,30267.83,1.02,46.3662245371576,NaN
30267.96,30269,1.05,63.0292314315763,NaN
30328.88,30330.26,1.39,43.5011755894307,NaN
30348.66,30350.1,1.45,60.8189894193725,NaN
30353.67,30354.43,0.77,25.4304944870187,NaN
30374.17,30375.54,1.38,49.7502643454222,NaN
30383.73,30384.31,0.59,9.18259841593643,NaN
30385.95,30386.95,1.01,35.3349500512947,NaN
30402.97,30404.12,1.16,47.2550238776608,NaN
31388.81,31390.56,1.76,48.4399563199489,NaN
32108.04,32109.71,1.68,51.9910769011353,NaN
32155.24,32156.96,1.73,44.5259378285103,NaN
32190.68,32191.53,0.86,26.3890294067183,NaN
32304.58,32305.6,1.03,49.1095282051195,NaN
32388.2,32389.29,1.1,40.8965944133104,NaN
32409.48,32410.59,1.12,50.7823955086611,NaN
32463.67,32465.44,1.78,44.5851955697803,NaN
