onset_s,offset_s,duration_s,peak_amp,freq_hz
28493.36,28493.96,0.61,14.0087916180035,26.2295081967213
28501.16,28501.76,0.61,17.6360057737213,26.2295081967213
28506.84,28507.81,0.98,28.3258786465568,26.530612244898
28530.82,28531.35,0.54,15.322697314225,25.9259259259259
28658.45,28659.03,0.59,13.2129049907676,25.4237288135593
28884.16,28885.03,0.88,12.3421488705618,26.1363636363636
28885.4,28886.66,1.27,13.2742662740909,26.7716535433071
28967.2,28967.72,0.53,16.5755687367664,26.4150943396226
28967.96,28968.5,0.55,13.5301322423676,27.2727272727273
28982.5,28983.14,0.65,16.188079150433,24.6153846153846
28996.04,28996.57,0.54,12.7762734915888,25.9259259259259
29004.09,29004.76,0.68,22.1723922481284,26.4705882352941
29018.64,29019.43,0.8,14.6940376804904,26.25
29038.6,29039.13,0.54,9.94322598462841,25.9259259259259
29084.97,29086.05,1.09,14.0598466291567,25.6880733944954
29088.39,29089.02,0.64,16.3598470113293,26.5625
29128.04,29129.06,1.03,12.1534159559898,26.2135922330097
29139.77,29140.79,1.03,17.2966840877765,27.1844660194175
29158.83,29159.51,0.69,8.42707820794776,27.536231884058
29185.66,29186.44,0.79,13.7398915367389,26.5822784810127
29205.95,29206.45,0.51,12.0670636504588,25.4901960784314
29223.97,29224.47,0.51,14.5951591915158,25.4901960784314
29227.68,29228.59,0.92,28.7991774489989,27.1739130434783
29250.36,29250.86,0.51,10.4602925364517,27.4509803921569
29406.29,29406.78,0.5,11.2381389940233,26
29422.07,29422.74,0.68,15.8057105036376,26.4705882352941
29461.01,29461.64,0.64,15.8941142151781,25
29483.85,29484.69,0.85,14.8907832365343,24.7058823529412
29761.03,29761.83,0.81,8.96290548206012,25.9259259259259
29835.29,29835.86,0.58,22.1348741778391,25.8620689655172
29911.3,29912.36,1.07,16.7076989224618,26.1682242990654
29933.08,29933.64,0.57,10.8758033915003,26.3157894736842
29938.36,29938.89,0.54,10.7608825289436,25.9259259259259
29968.39,29968.95,0.57,9.22245375930762,24.5614035087719
29987.38,29987.93,0.56,28.0438716876399,26.7857142857143
30036.46,30037.28,0.83,13.7770773272565,26.5060240963855
30040.46,30042.01,1.56,23.2210868631478,25.6410256410256
30071.78,30072.4,0.63,15.5563360628856,25.3968253968254
30134.78,30135.9,1.13,13.599699032325,25.6637168141593
30210.74,30211.62,0.89,14.3787051444209,25.8426966292135
30247.27,30248.1,0.84,17.7134722851045,26.1904761904762
30252.69,30253.46,0.78,16.6673867556632,25.6410256410256
30302.29,30302.94,0.66,10.1462165098892,27.2727272727273
30362.63,30363.14,0.52,8.26238792192025,26.9230769230769
30416.64,30417.2,0.57,16.0348645189647,24.5614035087719
30427.56,30428.1,0.55,19.6785161308832,27.2727272727273
30435.66,30436.19,0.54,11.3406344128962,25.9259259259259
30440.13,30440.99,0.87,15.3171657071762,26.4367816091954
30516.89,30517.57,0.69,14.3699737136805,26.0869565217391
30524.09,30524.69,0.61,10.2199583260376,24.5901639344262
30553.46,30553.98,0.53,10.4643512454569,26.4150943396226
30556.25,30556.75,0.51,7.53436178039575,25.4901960784314
30570.15,30570.7,0.56,7.80781372930084,26.7857142857143
30584.91,30585.52,0.62,14.1896404875732,25.8064516129032
30607.53,30608.05,0.53,18.0166999953786,26.4150943396226
30643.63,30644.37,0.75,14.8068882344632,26.6666666666667
30646.45,30646.97,0.53,22.4185361987304,26.4150943396226
30667.93,30668.48,0.56,21.0445372311153,26.7857142857143
30693.1,30693.73,0.64,14.5487598641014,26.5625
30711.31,30712.08,0.78,17.4958717586766,26.9230769230769
30791.99,30792.95,0.97,16.9084021242103,25.7731958762887
30845.6,30846.17,0.58,24.8237721124941,27.5862068965517
30847.78,30848.36,0.59,26.0887047294083,27.1186440677966
30859.31,30859.89,0.59,21.357250958402,27.1186440677966
30886.67,30887.17,0.51,25.2512152039972,27.4509803921569
30897.54,30898.1,0.57,9.98406106302391,26.3157894736842
30909.18,30909.73,0.56,14.2508425422888,25
30937.91,30938.54,0.64,16.3083638947938,25
30949.98,30950.47,0.5,16.7453664933823,26
30968.06,30968.74,0.69,21.4751784974685,26.0869565217391
30971.38,30971.91,0.54,15.0675044585212,25.9259259259259
30991.28,30991.81,0.54,14.1188154831122,25.9259259259259
31003.21,31003.78,0.58,11.6281118669152,25.8620689655172
31019.64,31020.25,0.62,12.665853314645,27.4193548387097
31123.87,31124.48,0.62,11.9692167047742,27.4193548387097
31197.37,31198.45,1.09,15.952112347561,24.7706422018349
31254.13,31254.67,0.55,17.7538659551927,25.4545454545455
31640.41,31641.03,0.63,12.9086835043086,26.984126984127
31692.98,31693.5,0.53,12.6934282181805,26.4150943396226
31799.27,31799.78,0.52,10.7845968552156,25
31838.72,31839.38,0.67,9.22946126473894,26.865671641791
31854.47,31855.14,0.68,13.9446038797302,26.4705882352941
31895.43,31895.95,0.53,13.7530087535052,26.4150943396226
31933.35,31934.03,0.69,11.09300078762,26.0869565217391
32086.49,32087.39,0.91,16.3409474111657,26.3736263736264
32099.02,32099.55,0.54,12.4206796872398,24.0740740740741
32149.59,32150.13,0.55,22.2128797472427,25.4545454545455
32159.33,32159.83,0.51,22.6167442677281,29.4117647058824
32179.92,32180.67,0.76,48.3661842065984,26.3157894736842
32182.53,32183.05,0.53,18.1109609330077,24.5283018867925
32207.34,32208.24,0.91,13.4964525637715,26.3736263736264
32321.02,32322.22,1.21,60.2484297864378,24.7933884297521
32530.64,32531.19,0.56,7.71487382734022,26.7857142857143
32541.81,32542.44,0.64,8.17464996083314,26.5625
32602.39,32602.97,0.59,9.52190583496277,25.4237288135593
32682.47,32683.07,0.61,14.8986114901069,24.5901639344262
32692.4,32692.97,0.58,18.501260386984,27.5862068965517
32712.73,32713.97,1.25,16.3860210868333,26.4
32718.57,32719.29,0.73,9.09053567419463,26.027397260274
32720.83,32721.33,0.51,23.0562461004703,25.4901960784314
32724.9,32725.58,0.69,17.3909661676008,24.6376811594203
32761.17,32761.83,0.67,12.5930459296855,26.865671641791
32819.9,32820.78,0.89,17.9759380772281,26.9662921348315
32852.39,32853.36,0.98,10.830762286099,26.530612244898
32861.21,32861.75,0.55,24.2827951995358,25.4545454545455
32889.26,32889.78,0.53,12.1416257177565,26.4150943396226
32929.11,32929.67,0.57,18.8616579927938,26.3157894736842
32998.66,32999.29,0.64,14.4975977073876,28.125
33077.74,33078.49,0.76,9.82602507286247,27.6315789473684
33088.85,33089.56,0.72,9.54811550353304,26.3888888888889
33144.03,33144.73,0.71,10.3328469915137,26.7605633802817
33180.19,33180.78,0.6,11.927497308669,25
33907.89,33908.42,0.54,14.5302773690654,27.7777777777778
33919.15,33919.77,0.63,16.6295728195922,26.984126984127
33997.49,33998.08,0.6,10.7057621718702,26.6666666666667
34050.99,34051.5,0.52,7.60831560601715,26.9230769230769
34055.18,34055.77,0.6,11.2015355480115,28.3333333333333
34076.8,34077.34,0.55,10.3354832383434,27.2727272727273
34078.73,34079.24,0.52,12.6109904622521,26.9230769230769
34122.67,34123.34,0.68,16.2010450711437,27.9411764705882
34275.03,34275.69,0.67,10.0381588420411,26.865671641791
34278.35,34278.99,0.65,7.61953889679643,26.1538461538462
34279.21,34280.32,1.12,14.9018506839068,26.7857142857143
34288.11,34289.43,1.33,8.83177491107499,27.0676691729323
34329.61,34330.16,0.56,9.20298486519755,26.7857142857143
34339.01,34339.62,0.62,8.0551197593566,27.4193548387097
34657.45,34657.98,0.54,17.8495721379799,25.9259259259259
35162.11,35162.64,0.54,21.0627964528713,27.7777777777778
37455.98,37456.57,0.6,10.0769188790023,25
37540.75,37541.28,0.54,24.9025446457486,25.9259259259259
37706.14,37706.83,0.7,19.9737025167162,27.1428571428571
37739.88,37740.76,0.89,11.5602977752009,25.8426966292135
37764.72,37765.48,0.77,10.9491867828431,24.6753246753247
37787.11,37788.23,1.13,15.5649853662136,26.5486725663717
37821.51,37822.08,0.58,14.1877943601852,25.8620689655172
37872.46,37872.99,0.54,9.11383484907791,25.9259259259259
37894.11,37894.65,0.55,10.1805507145289,25.4545454545455
37970.01,37970.63,0.63,12.0600619846174,25.3968253968254
37974.36,37974.95,0.6,11.4424878348569,25
37994.64,37995.15,0.52,9.13853892539862,26.9230769230769
38005.26,38005.78,0.53,11.996221316646,26.4150943396226
38013.87,38014.36,0.5,8.76709009050333,26
38061.68,38062.82,1.15,11.42419802665,26.0869565217391
38099.13,38099.67,0.55,11.3057279690172,27.2727272727273
38108.31,38109.12,0.82,20.1367126357653,26.8292682926829
38171.31,38171.94,0.64,10.1186392694294,26.5625
38217.22,38217.93,0.72,13.463893825353,26.3888888888889
38293.38,38293.95,0.58,10.93623211306,27.5862068965517
38299.34,38299.88,0.55,10.0800777313681,25.4545454545455
38302.25,38303.28,1.04,16.8202356092418,26.9230769230769
38319.55,38320.43,0.89,11.0317037255517,25.8426966292135
38353.65,38354.26,0.62,8.80911515316573,25.8064516129032
38358.81,38359.48,0.68,13.1914504144367,26.4705882352941
38398.61,38399.17,0.57,7.70336129404953,26.3157894736842
38431.19,38431.74,0.56,15.4966097656188,26.7857142857143
38559.87,38560.36,0.5,12.9862717161874,26
38704.39,38704.97,0.59,13.3514003764471,25.4237288135593
38729.69,38730.3,0.62,14.8922573244401,25.8064516129032
38744.76,38745.88,1.13,9.37178998522407,26.5486725663717
38953.09,38953.9,0.82,13.8232352773262,26.8292682926829
38956.15,38956.7,0.56,14.7843255644951,26.7857142857143
38963.27,38963.99,0.73,16.088281110506,26.027397260274
39072.3,39072.83,0.54,20.1537936874386,25.9259259259259
39075.5,39076.24,0.75,17.9725827976321,26.6666666666667
39252.29,39252.78,0.5,11.5053063778329,26
39529.04,39529.78,0.75,13.7909821932714,26.6666666666667
39733.85,39734.35,0.51,12.0203967581135,25.4901960784314
39910.92,39911.45,0.54,12.231679035439,24.0740740740741
39999.2,39999.72,0.53,13.7164205451004,26.4150943396226
40275.15,40276.1,0.96,13.1105568768573,26.0416666666667
40324.34,40325.04,0.71,7.10122151217812,26.7605633802817
40330.8,40331.93,1.14,13.8377379868204,26.3157894736842
40386.59,40387.57,0.99,13.4894889676556,26.2626262626263
40401.22,40403.33,2.12,48.9720204867617,26.8867924528302
40435.83,40437.36,1.54,9.86261254150475,26.6233766233766
40448.12,40448.68,0.57,8.34190383825045,26.3157894736842
40596.56,40597.08,0.53,11.5223237413924,26.4150943396226
40608.16,40608.74,0.59,23.2819567143274,27.1186440677966
40693.73,40694.25,0.53,18.7476597423063,24.5283018867925
40743.73,40744.24,0.52,10.3912146091815,25
41518.9,41519.75,0.86,9.84933965519409,27.906976744186
41627.13,41627.69,0.57,12.2854983154068,28.0701754385965
41695.7,41696.39,0.7,13.5376658625405,27.1428571428571
41746.94,41747.8,0.87,39.7823520948294,26.4367816091954
41795.8,41796.32,0.53,10.3370005142774,26.4150943396226
41809.96,41812.14,2.19,41.8114545058542,26.4840182648402
41835.89,41836.52,0.64,9.25032036351181,26.5625
41841.97,41842.77,0.81,8.32725565364878,25.9259259259259
42160.3,42161.52,1.23,35.4534610782286,27.6422764227642
42161.65,42162.34,0.7,38.3165679179771,27.1428571428571
42162.45,42163.18,0.74,29.1955598232159,27.027027027027
42480.66,42481.15,0.5,11.3119394014574,26
42490.21,42491.05,0.85,8.04343254086313,25.8823529411765
42500.07,42500.64,0.58,9.10106067367588,25.8620689655172
42635.77,42636.26,0.5,14.5301495540203,28
42639.72,42640.59,0.88,17.8564160872916,27.2727272727273
42647.34,42648.02,0.69,6.89077561254957,26.0869565217391
42690.63,42691.14,0.52,16.3151231099168,26.9230769230769
42696.01,42696.5,0.5,10.2912664838076,26
