onset_s,offset_s,duration_s,peak_amp,freq_hz
35860.67,35862.32,1.66,67.8944848581579,NaN
35884.36,35886.15,1.8,48.8047875388809,NaN
35936.88,35937.98,1.11,46.1804668553122,NaN
40770.01,40771.07,1.07,55.1438813815624,NaN
40791.07,40792.58,1.52,43.3601984070694,NaN
43173.68,43174.64,0.97,28.8411747782075,NaN
43240.41,43241.93,1.53,44.7114721054918,NaN
43297.3,43298.75,1.46,54.7129671258538,NaN
43319.2,43320,0.81,44.0937976048462,NaN
43942.67,43943.52,0.86,28.8869770223571,NaN
43987.4,43989.18,1.79,55.4469894300762,NaN
44110.03,44111.35,1.33,51.7444946279995,NaN
44139.73,44140.97,1.25,42.8995597917847,NaN
44189.97,44191.41,1.45,47.9409584052264,NaN
44218.51,44219.38,0.88,22.0797508183765,NaN
44274.05,44274.64,0.6,24.7619859701125,NaN
44393.11,44394.62,1.52,51.2032381485675,NaN
44453.08,44454.8,1.73,49.0140106580013,NaN
44457.56,44459.11,1.56,44.4632889662869,NaN
44532.71,44533.76,1.06,43.246164426632,NaN
44587.72,44589.25,1.54,43.8821102798303,NaN
44591.61,44592.59,0.99,39.720191722903,NaN
44617.02,44618.44,1.43,59.1855276982208,NaN
44619.51,44621.27,1.77,53.3902535649488,NaN
44667.22,44668.69,1.48,52.830222715392,NaN
44695.19,44696.22,1.04,43.5036668743645,NaN
44719.66,44720.94,1.29,52.4045855454813,NaN
44721.09,44721.79,0.71,25.9460727825651,NaN
44728.37,44728.88,0.52,11.8515053722386,NaN
44810.46,44811.4,0.95,28.7139339938343,NaN
44845.23,44846.46,1.24,47.9784222795158,NaN
44874.19,44875.3,1.12,41.6876358942588,NaN
44936.35,44937.17,0.83,28.0819204747531,NaN
44998.58,44999.37,0.8,28.2546672293295,NaN
45000.36,45001.15,0.8,20.603377060818,NaN
45049.14,45050.27,1.14,42.1989572473112,NaN
45061.5,45062.74,1.25,52.1974381484903,NaN
45063.37,45064.5,1.14,47.0700643922716,NaN
45096.21,45097.01,0.81,24.9343822304601,NaN
45112.47,45113.54,1.08,48.383548846567,NaN
45296.93,45297.95,1.03,39.7813040924898,NaN
45428.22,45429.05,0.84,19.0251814824426,NaN
45509.83,45511.3,1.48,64.3883368266745,NaN
45511.49,45512.73,1.25,46.5225124843049,NaN
45752.24,45753.91,1.68,46.1090240820357,NaN
46014.96,46016.06,1.11,56.2367960939082,NaN
46016.08,46017.34,1.27,45.2706461101583,NaN
46052.42,46053.06,0.65,21.8689945289802,NaN
46102.41,46103.33,0.93,31.5546101807347,NaN
46160.25,46162.05,1.81,57.9971127112783,NaN
46190.6,46192.21,1.62,51.9994012092956,NaN
46198.83,46200,1.18,60.4837648129813,NaN
46230.84,46232.48,1.65,57.9025645371224,NaN
46383.01,46384.33,1.33,60.1434909364612,NaN
46430.35,46431.04,0.7,23.6452203556038,NaN
46586.27,46587.71,1.45,45.3753613992577,NaN
46853.61,46855.11,1.51,43.6840182041917,NaN
46904.69,46905.68,1,39.6039031956284,NaN
47011.9,47013.6,1.71,58.1146562090733,NaN
47167.5,47168.22,0.73,23.6963992195656,NaN
47314.92,47315.76,0.85,25.2074594789142,NaN
47335.03,47335.98,0.96,35.692982862887,NaN
47406.24,47407.15,0.92,20.584845061554,NaN
47407.17,47408.44,1.28,53.7399892043265,NaN
47449.33,47450.21,0.89,21.2899067194509,NaN
47488.16,47490,1.85,54.7356365461418,NaN
47556.15,47556.8,0.66,20.4295763460125,NaN
47606.29,47607.05,0.77,22.8971994278586,NaN
47639.04,47640.57,1.54,50.093430456979,NaN
47761.21,47761.9,0.7,21.623865382409,NaN
48096.31,48097.2,0.9,50.3539765866585,NaN
48138.5,48139.27,0.78,22.2653175754097,NaN
48222.39,48223.23,0.85,26.9831031554789,NaN
48223.26,48224.59,1.34,51.610857201581,NaN
48231.87,48233.37,1.51,51.1005054044986,NaN
48251.8,48253.39,1.6,45.3722566208425,NaN
48301.24,48302.93,1.7,47.6972654770398,NaN
48304.53,48305.44,0.92,33.0067682446461,NaN
48387.16,48388.15,1,34.199284053965,NaN
48470.35,48471.77,1.43,43.8211009757125,NaN
48505.01,48506.51,1.51,42.821389316825,NaN
48867.58,48869.35,1.78,53.189709431046,NaN
48941.82,48943.33,1.52,44.6270877437165,NaN
49012.77,49014.47,1.71,56.4075907423225,NaN
49530.41,49531.97,1.57,39.0320340063354,NaN
49641.6,49643.24,1.65,47.6219315483905,NaN
49931.11,49932.64,1.54,46.3498671835432,NaN
49969.19,49970.12,0.94,30.1676230860915,NaN
49991.79,49992.77,0.99,39.7481114838031,NaN
49995.16,49996.45,1.3,48.6149502187764,NaN
50120.47,50122.31,1.85,59.7717394197115,NaN
50185.3,50186.87,1.58,49.6381495221635,NaN
51613.24,51614.01,0.78,40.8626465140408,NaN
51881.56,51882.46,0.91,26.6419832113805,NaN
52005.81,52006.62,0.82,19.935506507518,NaN
52042.06,52042.86,0.81,28.0074905907659,NaN
52221.51,52222.41,0.91,28.0347145727254,NaN
52387.86,52388.77,0.92,39.0065236505131,NaN
52438.36,52440,1.65,55.6835919272027,NaN
52493.75,52494.25,0.51,26.8754150326666,NaN
52563.65,52565.22,1.58,59.9384569576292,NaN
52684.88,52686.44,1.57,46.236175334651,NaN
52760.93,52761.68,0.76,11.8442286563521,NaN
52772.39,52773.98,1.6,55.4639369444206,NaN
53421.09,53422.63,1.55,47.9864262093396,NaN
53826.69,53827.86,1.18,48.8067674487864,NaN
53873.34,53875.02,1.69,51.1852372781568,NaN
53944.64,53945.45,0.82,41.4925592772723,NaN
53993.26,53994.23,0.98,31.7275115629943,NaN
54063.38,54064.95,1.58,44.6902501154232,NaN
54068.45,54069.75,1.31,48.3828293952603,NaN
54162.69,54164.31,1.63,43.521536059965,NaN
54273.57,54274.86,1.3,67.0852171810652,NaN
54313.4,54314.72,1.33,57.3709179671287,NaN
54659.28,54660.01,0.74,38.0306489097198,NaN
54727.88,54728.65,0.78,26.9800939159159,NaN
54970.98,54972.25,1.28,57.6197055857085,NaN
55093.14,55094.8,1.67,58.8359922480395,NaN
