onset_s,offset_s,duration_s,peak_amp,freq_hz
34445.69,34446.35,0.67,90.644860800622,26.865671641791
34465.93,34466.43,0.51,52.1293077851607,23.5294117647059
34483.18,34483.81,0.64,47.2303846350117,25
34486.64,34487.47,0.84,66.248521977544,26.1904761904762
34488.32,34489.12,0.81,81.288190051712,25.9259259259259
34556.58,34557.15,0.58,53.7365329748739,25.8620689655172
34570.21,34570.74,0.54,49.2146311187785,25.9259259259259
34587.02,34587.64,0.63,77.1396397818972,25.3968253968254
34594.47,34595.29,0.83,49.9977393284422,26.5060240963855
34605.71,34606.56,0.86,80.7894830685745,25.5813953488372
34611.03,34611.55,0.53,50.4957630918591,26.4150943396226
34627.41,34627.92,0.52,66.1991227882588,26.9230769230769
34639.55,34640.64,1.1,62.7889564753458,24.5454545454545
34684.66,34685.41,0.76,59.1934986715881,26.3157894736842
34691.45,34692.09,0.65,35.4317098814877,24.6153846153846
34696.08,34696.57,0.5,33.5372422005426,26
34704.89,34705.49,0.61,73.310700688505,26.2295081967213
34730.76,34731.28,0.53,69.4853608849673,24.5283018867925
34732.76,34733.3,0.55,55.6156416795718,25.4545454545455
34748.34,34749,0.67,58.6605159206082,25.3731343283582
34757.01,34757.78,0.78,56.0455587581294,24.3589743589744
34776.47,34777.07,0.61,77.8132619341705,26.2295081967213
34811.18,34811.74,0.57,49.6649129041357,24.5614035087719
34820.65,34821.43,0.79,53.4713855227245,24.0506329113924
34827.15,34828.14,1,67.4014528683393,24
34887.43,34887.99,0.57,48.8576610121054,26.3157894736842
34890.53,34891.2,0.68,50.1212375129763,26.4705882352941
34915.63,34916.35,0.73,60.4255702978213,26.027397260274
34918.45,34918.97,0.53,65.0269202832597,26.4150943396226
34927.23,34927.8,0.58,53.1173150375797,24.1379310344828
34997.61,34998.36,0.76,53.4543979844259,23.6842105263158
35011.88,35012.7,0.83,41.4520508108583,26.5060240963855
35022.54,35023.18,0.65,85.6115041702435,24.6153846153846
35025.55,35026.06,0.52,49.5873090855627,25
35064.52,35065.1,0.59,66.4797213916931,25.4237288135593
35076.29,35077.08,0.8,62.1307753955422,25
35080.02,35080.93,0.92,46.6458176379531,25
35085.87,35086.51,0.65,49.8425738846022,24.6153846153846
35129.02,35129.76,0.75,45.227433515485,24
35203.38,35203.89,0.52,26.3480968448883,25
35219.53,35220.36,0.84,58.8111078448915,26.1904761904762
35231.8,35232.35,0.56,39.0248644707938,25
35247.8,35248.43,0.64,63.3950480678507,23.4375
35271.16,35271.69,0.54,76.5026176484209,24.0740740740741
35279.91,35280.43,0.53,92.8658126387241,24.5283018867925
35284.76,35285.65,0.9,47.6268815583799,24.4444444444444
35335.62,35336.13,0.52,40.8618634313796,25
35355.48,35355.97,0.5,35.4861216169978,26
35515.55,35516.21,0.67,50.3126233136642,25.3731343283582
36164.14,36164.81,0.68,52.3965684174326,25
36426.07,36426.59,0.53,62.8901973842895,24.5283018867925
36469.85,36470.44,0.6,47.3847209654437,25
36838.91,36839.53,0.63,47.1361779340237,25.3968253968254
36849.16,36849.69,0.54,52.1672165386053,24.0740740740741
36919.13,36919.86,0.74,40.4117104154912,25.6756756756757
37597.76,37598.5,0.75,65.8175037333419,26.6666666666667
39832.84,39833.37,0.54,59.352558726668,25.9259259259259
40014.01,40014.66,0.66,33.002424340578,25.7575757575758
40105.92,40106.93,1.02,47.1780599182592,26.4705882352941
40126.05,40126.55,0.51,69.8372789005805,25.4901960784314
40134.77,40135.26,0.5,42.2554956829436,26
40174.89,40175.51,0.63,45.1110078073053,23.8095238095238
40275.15,40276.02,0.88,60.0411595585227,26.1363636363636
40281.09,40281.69,0.61,32.9884639490092,26.2295081967213
40290.39,40290.91,0.53,40.6069899236935,24.5283018867925
40296.29,40296.86,0.58,45.6084223703943,25.8620689655172
40314.37,40315,0.64,27.3607454491727,25
40379.57,40380.07,0.51,31.9412617000174,23.5294117647059
40484.23,40484.76,0.54,30.1457638021927,25.9259259259259
40536.82,40537.31,0.5,47.9545631614885,24
40624.65,40625.31,0.67,45.0643033532564,23.8805970149254
40635.63,40636.49,0.87,59.48856136304,25.2873563218391
40640.57,40641.07,0.51,40.0246778945591,25.4901960784314
40652.72,40653.31,0.6,65.2656717883605,25
40707.67,40708.16,0.5,43.5616930614432,24
40717.17,40718.02,0.86,44.9948137199007,25.5813953488372
40746.61,40747.38,0.78,73.9045748479159,25.6410256410256
40759.17,40759.84,0.68,55.0548243464089,25
40765.55,40766.37,0.83,39.8774585749454,25.3012048192771
40778.4,40779.11,0.72,41.9168654418806,25
40824.08,40824.72,0.65,47.3593208900641,24.6153846153846
40962.8,40963.56,0.77,71.0680088964337,25.974025974026
41036.61,41037.24,0.64,28.7078497565264,25
41048.9,41049.49,0.6,30.1897158751355,25
41187.25,41187.77,0.53,35.8880824712659,24.5283018867925
43069.97,43070.52,0.56,41.6207500416023,26.7857142857143
43161.03,43161.89,0.87,46.5220291723477,27.5862068965517
43164.14,43164.77,0.64,39.2475115729919,26.5625
