onset_s,offset_s,duration_s,peak_amp,freq_hz
7443.02,7444.56,1.55,57.2520195216759,NaN
28297.44,28299.28,1.85,55.5958511489617,NaN
28318.53,28319.44,0.92,24.2808119325783,NaN
28508.57,28509.09,0.53,11.1608585349979,NaN
28575.16,28576.99,1.84,45.5756475554995,NaN
28699.75,28700.86,1.12,40.5740356789525,NaN
28741.36,28743.21,1.86,60.1349994373179,NaN
28801.98,28803.24,1.27,41.8335352584558,NaN
28830.34,28831.81,1.48,47.3979746251752,NaN
28934.27,28935.97,1.71,54.1970971290821,NaN
29000.43,29001.83,1.41,56.2962073994756,NaN
29047.52,29049.08,1.57,43.5805900890011,NaN
29088.21,29088.96,0.76,35.0424565044645,NaN
29089.37,29090.33,0.97,25.3230095491839,NaN
29113.8,29114.52,0.73,30.018945130901,NaN
29193.8,29195.62,1.83,43.4524394495556,NaN
29217.77,29218.84,1.08,43.2316103357689,NaN
29390.06,29390.99,0.94,29.7169745592623,NaN
29526.57,29527.62,1.06,47.107071589677,NaN
30565.06,30566.86,1.81,51.1963878606541,NaN
30590.09,30591.75,1.67,42.5750150431618,NaN
30683.92,30684.7,0.79,17.3019905796022,NaN
31142.7,31143.58,0.89,14.6384052479059,NaN
31277.91,31279.38,1.48,52.9899483510828,NaN
31380.74,31382.3,1.57,50.041170284209,NaN
31475.36,31476.87,1.52,50.3510028563161,NaN
31519.03,31519.86,0.84,17.3298806934704,NaN
31519.98,31521.09,1.12,48.4491624176768,NaN
31543.46,31544.3,0.85,22.5225194793704,NaN
31544.78,31545.58,0.81,20.3395282169709,NaN
31574.59,31575.41,0.83,25.0816560508117,NaN
31586.3,31587.03,0.74,29.1601441022382,NaN
34145.06,34146.82,1.77,54.3467801254969,NaN
34297.21,34298.86,1.66,43.0585518877181,NaN
35111.21,35112.96,1.76,43.8062152221587,NaN
35509.95,35510.67,0.73,19.0968850010419,NaN
35651.01,35652.73,1.73,60.6982377864324,NaN
35774.58,35775.54,0.97,33.130520997897,NaN
35775.79,35776.66,0.88,26.1358821564488,NaN
36284.8,36286.38,1.59,64.1639479403346,NaN
36620.14,36620.95,0.82,33.8088334241272,NaN
37179.04,37180,0.97,32.5837395009326,NaN
37289.3,37289.94,0.65,15.4447345825855,NaN
37460.25,37462.07,1.83,56.468060889711,NaN
37526.37,37527.92,1.56,43.7562806299623,NaN
37870.07,37871.03,0.97,34.8874530164475,NaN
42199.28,42201.1,1.83,44.3912715834651,NaN
42365.29,42366.39,1.11,43.0579808258766,NaN
45898.61,45899.6,1,45.3010030326644,NaN
47474.34,47476.13,1.8,55.3810262249707,NaN
50140.33,50141.94,1.62,43.9241011152839,NaN
50299.42,50301.06,1.65,54.8859958395724,NaN
51375.52,51377.22,1.71,53.0118994781823,NaN
52640.11,52641.33,1.23,49.6444544290631,NaN
52746.04,52747.89,1.86,55.0736608470753,NaN
53032.94,53033.76,0.83,15.3242224228304,NaN
54107.53,54108.35,0.83,33.3206379193482,NaN
55229.19,55230,0.82,43.1885888413302,NaN
